employee_name,user_id,email,role,business_unit,functional_unit,department,team,supervisor,month_year,tenure
Oliver Logan Fowler,OLF0504,Oliver.Logan.Fowler@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,2010-06,2010-01-2010-06
Olivia Quynn Hardy,OQH0183,Olivia.Quynn.Hardy@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,2010-06,2010-01-2010-06
Olivia Rose Galloway,ORG0339,Olivia.Rose.Galloway@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,2010-06,2010-01-2010-06
Olympia Shafira Harrison,OSH0655,Olympia.Shafira.Harrison@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,2010-06,2010-01-2010-06
Oren Clinton Sharpe,OCS0865,Oren.Clinton.Sharpe@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,2010-06,2010-01-2010-06
Oren Curran Brady,OCB0805,Oren.Curran.Brady@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,5 - Lab,Sasha Britanney Quinn,2010-06,2010-01-2010-06
Orla Ruth Mckenzie,ORM0669,Orla.Ruth.Mckenzie@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,4 - Lab,Sarah Imelda Juarez,2010-06,2010-01-2010-06
Orson Barrett Houston,OBH0499,Orson.Barrett.Houston@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,2010-06,2010-01-2010-06
Oscar Laith Berger,OLB0749,Oscar.Laith.Berger@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,2010-04,2010-01-2010-04
Oscar Nolan Wooten,ONW0083,Oscar.Nolan.Wooten@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,1 - MechanicalEngineering,Harper Price Harris,2010-06,2010-01-2010-06
Otto Hedley Chase,OHC0973,Otto.Hedley.Chase@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,2010-06,2010-01-2010-06
Owen Len Wheeler,OLW0689,Owen.Len.Wheeler@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,4 - Software,Aurora Tatiana Payne,2010-06,2010-01-2010-06
Owen Ross Burks,ORB0473,Owen.Ross.Burks@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,2010-06,2010-01-2010-06
Patience Audrey Douglas,PAD0773,Patience.Audrey.Douglas@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,2010-06,2010-01-2010-06
Patricia Denise Wright,PDW0259,Patricia.Denise.Wright@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,2 - ElectricalEngineering,Dylan Tiger Terry,2010-06,2010-01-2010-06
Patricia Emily Salazar,PES0085,Patricia.Emily.Salazar@dtaa.com,AdministrativeAssistant,1,2 - ResearchAndEngineering,3 - Engineering,2 - ElectricalEngineering,Dylan Tiger Terry,2010-06,2010-01-2010-06
Paula Isabelle Santiago,PIS0522,Paula.Isabelle.Santiago@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,2010-06,2010-01-2010-06
Paula Madaline Jackson,PMJ0564,Paula.Madaline.Jackson@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,3 - Software,Stephanie Briar Harrington,2010-06,2010-01-2010-06
Pearl Georgia Owen,PGO0433,Pearl.Georgia.Owen@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott,2010-06,2010-01-2010-06
Penelope Lysandra Hayes,PLH0715,Penelope.Lysandra.Hayes@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,2010-06,2010-01-2010-06
Penelope Montana Colon,PMC0328,Penelope.Montana.Colon@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,2010-06,2010-01-2010-06
Peter Gil Harrington,PGH0184,Peter.Gil.Harrington@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,2010-06,2010-01-2010-06
Peter Tad Hartman,PTH0830,Peter.Tad.Hartman@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,2010-06,2010-01-2010-06
Phelan Dieter Hendricks,PDH0716,Phelan.Dieter.Hendricks@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,2010-06,2010-01-2010-06
Phelan Nissim Howell,PNH0761,Phelan.Nissim.Howell@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,2010-06,2010-01-2010-06
Philip Keith Barron,PKB0429,Philip.Keith.Barron@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott,2010-06,2010-01-2010-06
Philip Nathan Logan,PNL0301,Philip.Nathan.Logan@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,2010-06,2010-01-2010-06
Philip Travis Hartman,PTH0552,Philip.Travis.Hartman@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,3 - Lab,Honorato Ivan Wall,2010-06,2010-01-2010-06
Piper Sasha Fuentes,PSF0133,Piper.Sasha.Fuentes@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,2010-06,2010-01-2010-06
Plato Ethan Valdez,PEV0323,Plato.Ethan.Valdez@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,2010-06,2010-01-2010-06
Portia Illana David,PID0426,Portia.Illana.David@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott,2010-06,2010-01-2010-06
Prescott Giacomo Conley,PGC0066,Prescott.Giacomo.Conley@dtaa.com,AdministrativeAssistant,1,2 - ResearchAndEngineering,2 - SoftwareManagement,1 - Software,Vance Ira Alston,2010-06,2010-01-2010-06
Prescott Laith Harding,PLH0862,Prescott.Laith.Harding@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,2010-06,2010-01-2010-06
Preston Kennan Burns,PKB0281,Preston.Kennan.Burns@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates,2010-06,2010-01-2010-06
Preston Odysseus Bryan,POB0343,Preston.Odysseus.Bryan@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,2010-06,2010-01-2010-06
Preston Plato Fischer,PPF0435,Preston.Plato.Fischer@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott,2010-06,2010-01-2010-06
Price Rashad Mullen,PRM0740,Price.Rashad.Mullen@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,2010-06,2010-01-2010-06
Priscilla Martha Vinson,PMV0850,Priscilla.Martha.Vinson@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,2010-06,2010-01-2010-06
Quail Rana Mclean,QRM0739,Quail.Rana.Mclean@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,2010-06,2010-01-2010-06
Quemby Nita Pollard,QNP0216,Quemby.Nita.Pollard@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins,2010-06,2010-01-2010-06
Quincy Preston Moses,QPM0727,Quincy.Preston.Moses@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,2010-06,2010-01-2010-06
Quinn Coby Hays,QCH0110,Quinn.Coby.Hays@dtaa.com,Technician,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates,2010-06,2010-01-2010-06
Quintessa Shana Vance,QSV0778,Quintessa.Shana.Vance@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,2010-06,2010-01-2010-06
Quyn Jolie Rosario,QJR0688,Quyn.Jolie.Rosario@dtaa.com,ComputerProgrammer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,4 - Software,Aurora Tatiana Payne,2010-06,2010-01-2010-06
Quynn Odessa Sanford,QOS0878,Quynn.Odessa.Sanford@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,2010-04,2010-01-2010-04
Rae Melissa Wilson,RMW0542,Rae.Melissa.Wilson@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,3 - Lab,Honorato Ivan Wall,2010-06,2010-01-2010-06
Rama Vielka Clayton,RVC0232,Rama.Vielka.Clayton@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,1 - Lab,Jackson Linus Wilkerson,2010-06,2010-01-2010-06
Ramona Alma Moses,RAM0447,Ramona.Alma.Moses@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,2010-06,2010-01-2010-06
Randall Hashim Palmer,RHP0484,Randall.Hashim.Palmer@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,2010-06,2010-01-2010-06
Raphael Aristotle Ray,RAR0725,Raphael.Aristotle.Ray@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,2010-06,2010-01-2010-06
Raphael Benjamin Bryan,RBB0485,Raphael.Benjamin.Bryan@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,2010-06,2010-01-2010-06
Rashad Aristotle Guerrero,RAG0275,Rashad.Aristotle.Guerrero@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell,2010-06,2010-01-2010-06
Rashad August Hatfield,RAH0440,Rashad.August.Hatfield@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott,2010-06,2010-01-2010-06
Raya Regan Church,RRC0553,Raya.Regan.Church@dtaa.com,Physicist,1,2 - ResearchAndEngineering,1 - Research,3 - Lab,Honorato Ivan Wall,2010-02,2010-01-2010-02
Raymond Arsenio Blackwell,RAB0589,Raymond.Arsenio.Blackwell@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,2010-06,2010-01-2010-06
Raymond Gray Hyde,RGH0728,Raymond.Gray.Hyde@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,2010-06,2010-01-2010-06
Raymond Otto Bond,ROB0272,Raymond.Otto.Bond@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell,2010-06,2010-01-2010-06
Raymond Tate Osborne,RTO0313,Raymond.Tate.Osborne@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,2010-06,2010-01-2010-06
Rebecca Kelsie Daugherty,RKD0604,Rebecca.Kelsie.Daugherty@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,2010-06,2010-01-2010-06
Reece Nicolas Lopez,RNL0695,Reece.Nicolas.Lopez@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,4 - Software,Aurora Tatiana Payne,2010-06,2010-01-2010-06
Reed Chaim Perkins,RCP0785,Reed.Chaim.Perkins@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,2010-06,2010-01-2010-06
Renee Ivana Hayden,RIH0777,Renee.Ivana.Hayden@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,2010-06,2010-01-2010-06
Reuben Fulton Pugh,RFP0380,Reuben.Fulton.Pugh@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,2 - Lab,Kim Dara Sullivan,2010-06,2010-01-2010-06
Rhona Germane Nelson,RGN0408,Rhona.Germane.Nelson@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker,2010-06,2010-01-2010-06
Rhonda Rhona Parsons,RRP0568,Rhonda.Rhona.Parsons@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,3 - Software,Stephanie Briar Harrington,2010-06,2010-01-2010-06
Ria Neve Flores,RNF0765,Ria.Neve.Flores@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,2010-06,2010-01-2010-06
Risa Hillary Obrien,RHO0732,Risa.Hillary.Obrien@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,2010-06,2010-01-2010-06
Risa Lana Guthrie,RLG0856,Risa.Lana.Guthrie@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,2010-06,2010-01-2010-06
Risa Laura Bolton,RLB0719,Risa.Laura.Bolton@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,2010-06,2010-01-2010-06
Roanna Sacha Monroe,RSM0277,Roanna.Sacha.Monroe@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell,2010-06,2010-01-2010-06
Roary Jane Barrett,RJB0088,Roary.Jane.Barrett@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,2 - ElectricalEngineering,Dylan Tiger Terry,2010-06,2010-01-2010-06
Roary Ursa Massey,RUM0880,Roary.Ursa.Massey@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,2010-06,2010-01-2010-06
Robert Ali Webb,RAW0915,Robert.Ali.Webb@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,6 - Lab,Lillith Adena Matthews,2010-06,2010-01-2010-06
Robert Aristotle Stevenson,RAS0432,Robert.Aristotle.Stevenson@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott,2010-06,2010-01-2010-06
Robert Samuel Chen,RSC0089,Robert.Samuel.Chen@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,2 - ElectricalEngineering,Dylan Tiger Terry,2010-06,2010-01-2010-06
Robert Zeus Cox,RZC0746,Robert.Zeus.Cox@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,2010-06,2010-01-2010-06
Rogan Chandler Coffey,RCC0617,Rogan.Chandler.Coffey@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,2010-06,2010-01-2010-06
Rogan Judah Mcintyre,RJM0381,Rogan.Judah.Mcintyre@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,2 - Lab,Kim Dara Sullivan,2010-06,2010-01-2010-06
Rogan Reuben Alexander,RRA0938,Rogan.Reuben.Alexander@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,6 - Software,Caleb Mason Ball,2010-06,2010-01-2010-06
Rosalyn Daphne Tillman,RDT0424,Rosalyn.Daphne.Tillman@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker,2010-06,2010-01-2010-06
Rose Hanae Yates,RHY0079,Rose.Hanae.Yates@dtaa.com,ChiefEngineer,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Declan Lester Moss,2010-06,2010-01-2010-06
Roth Hu Conner,RHC0335,Roth.Hu.Conner@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,2010-06,2010-01-2010-06
Roth Mannix Simon,RMS0266,Roth.Mannix.Simon@dtaa.com,MaterialsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,3 - MaterialsEngineering,Ainsley MacKensie Doyle,2010-06,2010-01-2010-06
Rowan Neve Parks,RNP0211,Rowan.Neve.Parks@dtaa.com,SecurityGuard,1,1 - Adminstration,6 - Security,1 - BuildingSecurity,Clinton Coby Wolfe,2010-06,2010-01-2010-06
Ruth Yael Burris,RYB0718,Ruth.Yael.Burris@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,2010-06,2010-01-2010-06
Salvador Byron Norton,SBN0866,Salvador.Byron.Norton@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,2010-06,2010-01-2010-06
Salvador Herman Raymond,SHR0334,Salvador.Herman.Raymond@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,2010-06,2010-01-2010-06
Samantha Audrey Curtis,SAC0687,Samantha.Audrey.Curtis@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,4 - Software,Aurora Tatiana Payne,2010-06,2010-01-2010-06
Samson Denton Oconnor,SDO0170,Samson.Denton.Oconnor@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,2010-06,2010-01-2010-06
Samson Jeremy Ortega,SJO0209,Samson.Jeremy.Ortega@dtaa.com,SecurityGuard,1,1 - Adminstration,6 - Security,1 - BuildingSecurity,Clinton Coby Wolfe,2010-06,2010-01-2010-06
Samuel Eden James,SEJ0677,Samuel.Eden.James@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,4 - Lab,Sarah Imelda Juarez,2010-06,2010-01-2010-06
Sandra Beverly Diaz,SBD0913,Sandra.Beverly.Diaz@dtaa.com,AssemblySupervisor,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Delilah Iliana Wilkinson,2010-06,2010-01-2010-06
Sandra Roary Solomon,SRS0231,Sandra.Roary.Solomon@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,1 - Lab,Jackson Linus Wilkerson,2010-06,2010-01-2010-06
Sara Gail George,SGG0787,Sara.Gail.George@dtaa.com,Manager,1,2 - ResearchAndEngineering,2 - SoftwareManagement,5 - Software,Todd Vance Spears,2010-06,2010-01-2010-06
Sarah Imelda Juarez,SIJ0661,Sarah.Imelda.Juarez@dtaa.com,LabManager,1,2 - ResearchAndEngineering,1 - Research,4 - Lab,Summer Leilani Boyer,2010-06,2010-01-2010-06
Sarah Susan Jarvis,SSJ0784,Sarah.Susan.Jarvis@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,2010-06,2010-01-2010-06
Sasha Britanney Quinn,SBQ0786,Sasha.Britanney.Quinn@dtaa.com,LabManager,1,2 - ResearchAndEngineering,1 - Research,5 - Lab,Summer Leilani Boyer,2010-06,2010-01-2010-06
Savannah Marcia Yang,SMY0792,Savannah.Marcia.Yang@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,5 - Lab,Sasha Britanney Quinn,2010-06,2010-01-2010-06
Sawyer Arden Puckett,SAP0867,Sawyer.Arden.Puckett@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,2010-06,2010-01-2010-06
Scott Gary Burks,SGB0140,Scott.Gary.Burks@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,2010-06,2010-01-2010-06
Sean Omar Burgess,SOB0360,Sean.Omar.Burgess@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong,2010-06,2010-01-2010-06
Sebastian Elliott Sexton,SES0477,Sebastian.Elliott.Sexton@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,2010-06,2010-01-2010-06
Selma Barbara Nicholson,SBN0971,Selma.Barbara.Nicholson@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,2010-06,2010-01-2010-06
September Vielka Livingston,SVL0940,September.Vielka.Livingston@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,6 - Software,Caleb Mason Ball,2010-06,2010-01-2010-06
Serina Amena Chavez,SAC0592,Serina.Amena.Chavez@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,2010-06,2010-01-2010-06
Serina Ariana Butler,SAB0781,Serina.Ariana.Butler@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,2010-06,2010-01-2010-06
Seth Harlan Walls,SHW0578,Seth.Harlan.Walls@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,2010-06,2010-01-2010-06
Shaeleigh MacKenzie Harris,SMH0291,Shaeleigh.MacKenzie.Harris@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,2010-06,2010-01-2010-06
Shana Callie Ferguson,SCF0608,Shana.Callie.Ferguson@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,2010-06,2010-01-2010-06
Shannon Chantale Price,SCP0130,Shannon.Chantale.Price@dtaa.com,AssemblySupervisor,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Delilah Iliana Wilkinson,2010-06,2010-01-2010-06
Sharon Jemima Whitehead,SJW0451,Sharon.Jemima.Whitehead@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,2010-06,2010-01-2010-06
Shea Jane Franks,SJF0094,Shea.Jane.Franks@dtaa.com,MaterialsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,3 - MaterialsEngineering,Ainsley MacKensie Doyle,2010-06,2010-01-2010-06
Shelby Lila Turner,SLT0907,Shelby.Lila.Turner@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,2010-06,2010-01-2010-06
Shelley Eleanor Dawson,SED0886,Shelley.Eleanor.Dawson@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,2010-06,2010-01-2010-06
Sierra Margaret Barker,SMB0804,Sierra.Margaret.Barker@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,5 - Lab,Sasha Britanney Quinn,2010-06,2010-01-2010-06
Sigourney Xandra Maddox,SXM0895,Sigourney.Xandra.Maddox@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,2010-06,2010-01-2010-06
Simone Scarlet Rose,SSR0278,Simone.Scarlet.Rose@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates,2010-06,2010-01-2010-06
Slade Orson Burch,SOB0586,Slade.Orson.Burch@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,2010-06,2010-01-2010-06
Sloane Jade Cochran,SJC0333,Sloane.Jade.Cochran@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,2010-06,2010-01-2010-06
Sonia Anne Kirkland,SAK0375,Sonia.Anne.Kirkland@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong,2010-06,2010-01-2010-06
Sonia Karly Goodwin,SKG0759,Sonia.Karly.Goodwin@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,2010-06,2010-01-2010-06
Sonya Beatrice Nichols,SBN0495,Sonya.Beatrice.Nichols@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,2010-06,2010-01-2010-06
Sonya Samantha Hahn,SSH0799,Sonya.Samantha.Hahn@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,5 - Lab,Sasha Britanney Quinn,2010-06,2010-01-2010-06
Sophia Cora Battle,SCB0534,Sophia.Cora.Battle@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,2010-06,2010-01-2010-06
Steel Orson Fields,SOF0808,Steel.Orson.Fields@dtaa.com,ComputerProgrammer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,5 - Software,Sara Gail George,2010-06,2010-01-2010-06
Steel Solomon Garrison,SSG0250,Steel.Solomon.Garrison@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,1 - MechanicalEngineering,Harper Price Harris,2010-06,2010-01-2010-06
Stephanie Briar Harrington,SBH0537,Stephanie.Briar.Harrington@dtaa.com,Manager,1,2 - ResearchAndEngineering,2 - SoftwareManagement,3 - Software,Todd Vance Spears,2010-06,2010-01-2010-06
Stephanie Mary Whitehead,SMW0084,Stephanie.Mary.Whitehead@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,1 - MechanicalEngineering,Harper Price Harris,2010-06,2010-01-2010-06
Stephanie Victoria Lyons,SVL0803,Stephanie.Victoria.Lyons@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,5 - Lab,Sasha Britanney Quinn,2010-06,2010-01-2010-06
Stewart Dale Berger,SDB0106,Stewart.Dale.Berger@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates,2010-06,2010-01-2010-06
Stuart Nicolas Cervantes,SNC0187,Stuart.Nicolas.Cervantes@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,2010-06,2010-01-2010-06
